age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
40,management,single,secondary,yes,-1050,yes,no,unknown,17,nov,57,1,-1,0,failure,yes
57,services,married,tertiary,no,721,no,yes,telephone,14,jan,202,4,-1,0,failure,no
44,admin.,married,unknown,no,94,yes,no,unknown,7,aug,120,2,44,0,failure,no
24,retired,divorced,tertiary,no,-467,yes,no,unknown,13,jul,261,1,-1,0,unknown,no
49,services,married,tertiary,no,658,yes,no,cellular,5,may,1,1,-1,0,unknown,no
50,admin.,married,tertiary,no,146,yes,yes,cellular,2,sep,1,1,-1,0,unknown,no
30,unemployed,married,secondary,no,-400,no,no,cellular,1,jul,394,3,-1,0,unknown,no
49,blue-collar,married,primary,no,46,no,yes,cellular,22,feb,260,1,0,0,unknown,no
47,admin.,married,primary,no,-383,yes,no,telephone,1,aug,58,4,-1,0,unknown,no
55,technician,married,secondary,no,1308,yes,no,cellular,18,jun,157,1,0,0,unknown,no
36,blue-collar,married,tertiary,no,-272,no,yes,cellular,1,may,1,1,0,0,unknown,no
50,admin.,divorced,primary,no,184,yes,no,cellular,1,apr,172,1,-1,0,unknown,yes
48,entrepreneur,married,tertiary,no,538,yes,no,telephone,15,aug,120,2,-1,0,unknown,no
27,housemaid,married,secondary,no,-1050,no,no,cellular,12,aug,296,2,3,3,unknown,no
38,blue-collar,single,unknown,no,-618,no,no,unknown,11,jul,1,1,-1,0,unknown,no
21,retired,divorced,secondary,no,-1050,no,no,cellular,27,may,127,1,146,3,other,no
46,blue-collar,single,secondary,no,-174,yes,no,cellular,6,may,1,1,-1,0,unknown,no
55,blue-collar,divorced,secondary,no,-51,yes,no,cellular,12,jul,1,2,-1,0,failure,no
33,admin.,divorced,primary,no,200,yes,no,cellular,14,may,3,2,1,0,unknown,no
46,technician,married,secondary,no,1165,yes,yes,cellular,14,may,55,5,2,0,unknown,no
30,technician,single,secondary,no,2264,yes,no,cellular,12,may,1,1,-1,2,unknown,yes
23,services,divorced,primary,no,500,yes,no,cellular,15,jul,562,3,-1,0,failure,no
46,blue-collar,single,primary,no,-77,yes,no,unknown,8,jul,233,1,2,0,unknown,no
41,blue-collar,married,unknown,no,-1050,no,no,unknown,30,dec,295,5,-1,1,unknown,no
46,technician,married,tertiary,no,945,no,no,cellular,6,jan,85,1,0,0,unknown,no
49,unknown,single,secondary,no,81,yes,no,cellular,25,may,359,1,-1,0,unknown,no
27,retired,married,primary,no,5099,yes,no,cellular,10,aug,82,2,145,0,unknown,no
42,technician,married,primary,no,2052,no,yes,unknown,15,feb,236,1,-1,0,unknown,no
30,self-employed,married,tertiary,no,24612,yes,no,unknown,15,jul,24,2,-1,0,failure,no
21,blue-collar,married,secondary,no,4634,yes,no,cellular,2,may,372,2,26,1,unknown,no
28,technician,married,secondary,no,478,yes,no,cellular,23,nov,103,1,-1,0,unknown,no
19,management,divorced,secondary,no,276,no,yes,cellular,12,may,129,2,4,0,success,no
55,blue-collar,married,secondary,no,400,yes,no,telephone,18,may,1,4,-1,0,unknown,yes
52,blue-collar,divorced,primary,no,425,yes,yes,cellular,7,jun,67,1,1,0,unknown,no
40,management,single,tertiary,no,405,yes,no,cellular,21,jul,1,2,-1,0,unknown,no
32,management,single,secondary,no,-581,yes,yes,cellular,24,may,66,2,-1,0,unknown,no
54,retired,married,unknown,no,6065,no,no,unknown,5,apr,286,2,-1,0,failure,no
22,management,married,tertiary,no,535,no,no,cellular,15,may,470,3,-1,0,success,no
39,blue-collar,married,secondary,no,559,no,no,cellular,2,may,27,2,2,0,failure,yes
52,management,married,secondary,no,22418,yes,no,cellular,11,nov,9,8,-1,0,unknown,no
60,services,married,tertiary,no,81,yes,no,cellular,15,jul,332,6,-1,0,unknown,no
29,technician,divorced,secondary,no,550,yes,no,cellular,14,aug,123,3,-1,0,unknown,no
24,management,married,secondary,no,833,yes,no,cellular,13,jun,138,2,1,1,unknown,no
42,student,married,tertiary,no,-4,yes,yes,cellular,1,aug,467,6,-1,0,unknown,no
44,blue-collar,married,unknown,no,-87,yes,no,telephone,8,may,139,2,-1,0,unknown,no
82,blue-collar,married,tertiary,no,878,no,no,unknown,11,aug,98,1,-1,0,unknown,no
51,services,married,tertiary,no,-55,yes,no,cellular,14,nov,127,4,-1,0,unknown,no
63,blue-collar,married,secondary,no,548,yes,no,unknown,4,jun,1,2,-1,0,unknown,no
51,services,divorced,tertiary,no,-983,yes,yes,unknown,17,sep,258,2,-1,0,unknown,no
30,technician,divorced,secondary,yes,-499,yes,no,cellular,25,jan,54,2,-1,0,unknown,no
45,management,married,secondary,no,-404,yes,no,cellular,11,jun,118,1,-1,1,unknown,no
26,management,married,tertiary,no,-95,yes,no,cellular,25,jul,271,5,-1,0,unknown,no
32,management,single,tertiary,no,1241,yes,yes,cellular,20,mar,525,2,0,0,unknown,no
50,blue-collar,married,tertiary,no,39,yes,no,unknown,9,feb,287,2,-1,0,unknown,no
24,services,married,tertiary,no,-336,no,yes,cellular,4,nov,182,1,-1,0,unknown,no
30,admin.,married,secondary,no,622,yes,yes,cellular,1,jul,34,2,-1,0,unknown,no
28,management,divorced,tertiary,no,13499,yes,no,unknown,7,may,27,1,-1,0,unknown,no
43,unemployed,married,tertiary,no,653,no,no,cellular,13,may,1,1,2,0,failure,yes
18,unemployed,single,secondary,no,4966,yes,no,cellular,23,may,1,1,-1,0,unknown,no
41,retired,married,secondary,no,13934,yes,yes,cellular,12,may,78,2,-1,0,failure,no
18,retired,divorced,secondary,no,-453,yes,no,cellular,24,may,309,1,-1,0,unknown,no
55,housemaid,married,secondary,no,-228,no,no,unknown,23,nov,81,1,-1,0,unknown,no
28,technician,married,tertiary,no,729,yes,no,unknown,15,jul,1,5,-1,1,unknown,yes
59,management,divorced,secondary,no,-601,yes,no,unknown,2,jul,228,2,-1,0,unknown,no
63,retired,married,tertiary,no,589,yes,no,cellular,21,mar,85,5,2,0,other,no
46,services,married,secondary,no,14480,yes,no,cellular,3,jul,1,2,-1,0,unknown,no
22,technician,married,tertiary,no,2117,no,no,cellular,11,jun,1,2,-1,0,unknown,no
46,management,married,primary,no,-557,no,no,cellular,7,jun,21,2,397,0,unknown,no
37,management,married,tertiary,no,-1050,no,no,cellular,26,jul,320,2,-1,0,unknown,no
34,admin.,married,secondary,no,1772,yes,yes,cellular,18,jul,397,2,-1,1,unknown,yes
55,management,married,tertiary,no,477,yes,yes,cellular,18,jan,1,1,-1,1,unknown,no
42,entrepreneur,single,secondary,no,874,yes,no,unknown,7,apr,1024,3,-1,0,unknown,no
39,management,divorced,secondary,no,-283,yes,no,cellular,9,jun,146,4,-1,0,unknown,no
46,blue-collar,single,secondary,no,-1050,yes,no,unknown,6,jul,93,3,-1,0,unknown,no
47,admin.,divorced,primary,no,544,no,no,cellular,1,oct,1,2,-1,0,failure,no
32,technician,divorced,secondary,no,-185,yes,yes,unknown,5,may,66,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,252,yes,no,cellular,22,nov,28,2,-1,0,failure,no
24,services,single,tertiary,no,-114,yes,no,unknown,18,apr,21,3,-1,0,unknown,no
22,unemployed,divorced,tertiary,no,547,no,no,cellular,13,feb,1,1,-1,0,unknown,no
55,housemaid,married,tertiary,no,-83,yes,no,unknown,1,jul,105,3,-1,0,unknown,no
40,housemaid,married,tertiary,no,-410,no,no,cellular,16,apr,1,1,-1,0,failure,no
39,blue-collar,married,tertiary,no,2491,yes,no,unknown,11,may,292,1,-1,0,unknown,no
36,admin.,married,tertiary,no,40,yes,no,unknown,15,jun,59,1,-1,0,unknown,no
57,services,single,secondary,yes,6134,yes,no,cellular,31,feb,1,1,-1,1,unknown,no
57,technician,married,tertiary,no,37,yes,no,unknown,5,oct,229,2,-1,0,unknown,no
44,management,divorced,secondary,no,13466,yes,yes,cellular,7,jun,140,1,-1,0,unknown,no
50,housemaid,married,secondary,no,330,yes,no,cellular,8,nov,1,3,-1,0,unknown,yes
54,technician,married,secondary,no,-87,no,no,telephone,11,aug,14,2,-1,0,unknown,no
44,technician,married,secondary,no,20,yes,no,cellular,23,may,3,5,-1,0,failure,no
42,management,married,secondary,no,4219,yes,no,cellular,16,may,120,3,-1,0,unknown,no
18,student,divorced,primary,no,13085,yes,no,cellular,20,may,597,1,93,0,unknown,no
33,blue-collar,married,secondary,no,-1050,yes,no,unknown,16,aug,147,2,-1,3,unknown,no
52,admin.,married,secondary,no,661,yes,no,cellular,6,mar,149,4,1,0,unknown,no
53,management,married,tertiary,no,-1050,no,no,unknown,12,jul,220,1,-1,0,unknown,no
59,admin.,single,unknown,no,-349,no,no,cellular,15,jul,1,2,-1,0,unknown,no
36,admin.,married,tertiary,no,-501,no,yes,cellular,13,may,1,1,0,0,unknown,no
43,services,married,secondary,no,-47,no,no,cellular,21,jul,55,1,2,0,failure,no
48,admin.,married,tertiary,no,565,no,no,cellular,5,apr,45,3,-1,0,unknown,no
49,management,married,tertiary,no,544,no,no,cellular,29,jun,89,6,2,0,unknown,yes
45,unemployed,married,unknown,no,444,yes,yes,cellular,19,jun,187,5,-1,0,unknown,no
21,blue-collar,married,secondary,no,6957,yes,no,cellular,16,sep,1,2,5,0,success,no
22,blue-collar,divorced,tertiary,no,-1050,no,no,cellular,31,nov,1,6,1,2,unknown,yes
49,housemaid,married,secondary,no,-468,yes,yes,cellular,15,jul,21,1,-1,0,unknown,no
61,technician,married,secondary,no,306,yes,no,cellular,13,jun,342,2,-1,0,unknown,no
41,management,married,tertiary,no,-76,yes,yes,cellular,1,aug,183,4,-1,1,unknown,no
48,management,married,tertiary,no,8184,yes,no,unknown,17,nov,112,1,-1,2,unknown,no
43,student,married,tertiary,no,560,yes,no,unknown,16,jul,48,1,1,0,unknown,no
26,management,married,secondary,no,-137,yes,no,cellular,31,may,263,2,1,2,unknown,no
33,retired,divorced,primary,yes,-217,yes,no,cellular,16,jun,1,1,-1,0,unknown,yes
54,blue-collar,married,primary,no,-83,no,no,unknown,20,oct,65,1,-1,2,unknown,no
51,blue-collar,single,primary,no,-157,no,no,cellular,18,may,38,2,-1,0,unknown,yes
35,housemaid,married,secondary,no,-463,no,no,cellular,14,nov,96,2,-1,0,unknown,no
34,retired,married,tertiary,no,-207,yes,yes,cellular,10,jan,99,2,-1,0,unknown,no
33,blue-collar,single,tertiary,no,-212,yes,no,unknown,22,feb,56,1,-1,0,unknown,yes
46,blue-collar,single,primary,no,-197,no,no,unknown,6,jun,1,1,-1,0,failure,no
44,technician,single,tertiary,no,16854,yes,no,telephone,9,nov,164,2,-1,0,failure,no
25,management,divorced,secondary,no,358,yes,yes,cellular,15,aug,89,2,5,0,unknown,no
50,blue-collar,married,secondary,no,8718,yes,no,unknown,16,jul,44,2,4,0,unknown,no
66,admin.,married,tertiary,no,2275,no,no,cellular,30,jul,259,4,529,0,unknown,yes
54,admin.,married,tertiary,no,-869,yes,no,cellular,14,jul,6,2,-1,0,unknown,no
50,management,married,primary,no,353,no,no,unknown,17,jul,97,4,149,5,unknown,no
38,services,single,tertiary,no,3803,yes,no,cellular,3,aug,331,2,-1,0,success,no
47,unknown,married,primary,no,-56,yes,no,unknown,15,jun,1,4,0,0,unknown,no
40,technician,married,primary,no,-1050,no,no,cellular,22,may,1,2,1,0,unknown,no
26,blue-collar,single,primary,no,5498,yes,yes,unknown,9,jul,274,1,-1,1,unknown,no
55,blue-collar,divorced,primary,no,11568,no,no,cellular,1,jun,55,1,-1,0,unknown,no
42,retired,married,secondary,no,555,no,no,cellular,14,aug,31,2,-1,0,unknown,no
22,technician,single,primary,no,16872,no,no,cellular,17,jan,28,4,69,1,success,no
42,self-employed,married,primary,no,734,yes,no,unknown,7,may,359,1,-1,0,unknown,no
36,retired,married,secondary,no,628,no,no,unknown,23,mar,1,1,1,0,failure,no
32,management,married,secondary,no,7060,no,no,cellular,27,oct,72,1,-1,1,unknown,no
61,admin.,divorced,unknown,no,6465,no,no,unknown,19,oct,20,1,254,2,unknown,no
49,management,divorced,primary,no,3491,no,no,cellular,17,may,422,1,151,0,other,no
49,management,married,secondary,no,23346,yes,no,cellular,8,nov,810,2,3,0,failure,yes
50,student,married,primary,no,-112,no,no,cellular,21,may,20,2,-1,3,unknown,yes
33,blue-collar,married,secondary,no,14827,yes,no,cellular,19,aug,403,4,-1,3,unknown,no
26,retired,married,tertiary,no,294,yes,no,cellular,9,may,1,2,-1,0,unknown,no
46,retired,married,primary,no,151,yes,no,unknown,28,nov,97,5,-1,0,success,yes
40,services,married,secondary,no,16355,no,no,cellular,12,oct,187,1,6,3,failure,no
46,technician,married,secondary,no,-657,no,no,cellular,9,may,79,2,-1,0,unknown,no
53,unknown,married,secondary,no,-1050,yes,no,unknown,12,feb,1,1,-1,2,unknown,no
26,retired,married,primary,no,588,no,no,cellular,12,aug,335,3,6,2,unknown,no
25,blue-collar,divorced,tertiary,no,760,yes,yes,unknown,17,may,1,2,2,0,unknown,no
33,services,married,secondary,no,-39,no,no,cellular,13,jul,415,2,-1,0,unknown,no
50,technician,married,tertiary,no,-449,yes,no,cellular,9,aug,1,2,-1,0,unknown,no
23,retired,married,secondary,no,10060,yes,no,cellular,15,nov,103,1,-1,0,unknown,no
43,admin.,married,secondary,no,1113,yes,yes,unknown,4,jul,1,1,-1,0,unknown,no
49,admin.,married,primary,no,-1050,no,no,unknown,31,jul,1,2,9,0,unknown,no
44,technician,married,tertiary,no,112,no,no,telephone,1,aug,32,2,0,0,failure,no
36,admin.,married,tertiary,no,4256,yes,no,unknown,2,may,123,1,-1,0,unknown,no
20,services,divorced,primary,no,627,yes,no,cellular,24,jul,82,1,-1,0,failure,no
59,blue-collar,married,primary,no,-393,no,yes,unknown,16,jul,170,1,-1,0,unknown,no
18,management,married,tertiary,no,1164,no,no,unknown,7,jun,451,2,1,0,unknown,no
32,blue-collar,married,primary,no,-383,yes,no,cellular,16,jun,65,1,-1,0,failure,no
23,blue-collar,divorced,secondary,no,-422,yes,yes,cellular,1,jun,56,2,-1,1,unknown,no
34,admin.,married,secondary,yes,-420,yes,no,unknown,17,may,1,4,5,0,unknown,no
31,technician,married,secondary,no,70,yes,no,cellular,1,feb,27,2,-1,0,unknown,no
52,technician,single,secondary,no,434,no,no,cellular,13,aug,1,1,4,0,unknown,no
40,housemaid,married,unknown,no,2129,yes,yes,cellular,15,jul,1,1,-1,0,unknown,no
55,unknown,married,tertiary,no,8953,yes,no,cellular,15,may,402,5,-1,0,success,no
39,technician,married,secondary,no,-305,no,no,unknown,5,may,231,2,2,2,unknown,no
35,retired,married,tertiary,no,-1050,no,no,cellular,16,jul,432,2,-1,1,success,yes
50,entrepreneur,single,tertiary,no,-321,yes,yes,unknown,16,jun,1,2,-1,0,unknown,no
49,management,married,tertiary,no,984,yes,no,cellular,14,nov,57,4,-1,1,failure,no
44,blue-collar,married,tertiary,no,360,no,yes,unknown,17,jun,252,1,-1,0,unknown,no
21,unknown,married,tertiary,no,-438,yes,no,cellular,14,apr,168,1,-1,0,unknown,no
47,blue-collar,single,primary,no,5499,no,no,cellular,3,jul,288,1,-1,0,failure,no
50,management,single,tertiary,no,582,yes,yes,cellular,19,jun,304,6,2,1,unknown,no
29,retired,single,tertiary,no,-324,no,no,cellular,1,jul,87,2,-1,0,unknown,no
52,management,single,tertiary,no,-1050,yes,no,cellular,4,may,9,2,-1,0,unknown,yes
33,technician,married,tertiary,no,-523,yes,no,cellular,15,may,49,1,-1,0,unknown,no
22,blue-collar,married,tertiary,no,-51,no,no,cellular,15,jul,25,1,-1,0,unknown,yes
32,blue-collar,married,tertiary,yes,339,yes,no,cellular,18,nov,41,2,-1,0,unknown,no
66,management,single,secondary,no,-262,yes,no,telephone,17,nov,210,4,-1,0,failure,no
44,blue-collar,divorced,secondary,no,-1047,yes,no,telephone,21,dec,1,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,1466,yes,no,unknown,9,apr,1,5,0,0,unknown,yes
45,blue-collar,married,secondary,no,-1050,yes,no,unknown,21,jul,213,2,-1,0,failure,no
28,services,married,tertiary,no,254,yes,no,cellular,1,jul,411,1,-1,2,unknown,no
45,admin.,single,secondary,no,-601,no,no,cellular,22,may,292,1,-1,0,unknown,no
47,management,single,tertiary,no,659,yes,yes,cellular,18,aug,1,2,-1,0,unknown,no
43,technician,divorced,tertiary,no,519,yes,no,cellular,24,may,19,2,-1,0,unknown,yes
61,admin.,married,secondary,no,-157,no,yes,cellular,1,aug,52,3,3,0,unknown,no
40,technician,married,tertiary,no,-605,yes,no,unknown,15,may,521,2,-1,0,unknown,yes
39,technician,married,tertiary,no,-103,no,no,cellular,7,jun,124,2,-1,0,unknown,no
46,admin.,married,secondary,no,1797,no,no,cellular,28,jun,29,1,-1,0,unknown,yes
46,technician,divorced,unknown,no,15919,yes,no,cellular,14,jun,39,1,0,1,unknown,yes
28,student,married,tertiary,no,-39,yes,yes,cellular,17,may,199,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,2469,yes,no,cellular,1,may,1,3,0,0,unknown,no
30,technician,married,tertiary,no,212,no,no,cellular,17,jul,16,1,-1,0,unknown,no
34,management,married,tertiary,no,-329,no,yes,cellular,4,may,112,3,311,0,failure,no
49,management,married,tertiary,no,1955,no,no,unknown,17,jun,53,3,0,0,unknown,no
41,services,single,tertiary,no,3899,no,no,telephone,8,jul,1,2,-1,0,unknown,no
19,management,married,secondary,no,6942,yes,no,cellular,15,nov,125,3,-1,0,unknown,no
40,technician,married,secondary,no,418,yes,yes,unknown,16,aug,1,2,-1,0,unknown,no
51,technician,married,secondary,no,551,yes,no,cellular,16,nov,84,2,-1,0,unknown,yes
40,technician,divorced,tertiary,no,-580,yes,no,cellular,2,aug,1,1,-1,0,unknown,no
28,blue-collar,married,secondary,no,349,yes,no,unknown,16,may,88,2,-1,0,unknown,no
32,technician,married,tertiary,no,-394,yes,no,cellular,1,jun,1,2,-1,0,unknown,no
48,unemployed,married,primary,no,-586,yes,no,unknown,7,may,1,1,-1,0,failure,no
47,blue-collar,married,secondary,no,-305,yes,no,cellular,1,aug,237,2,-1,0,other,no
41,management,married,secondary,no,2907,no,yes,unknown,9,apr,1,2,4,0,failure,no
20,technician,married,primary,no,-122,yes,no,cellular,16,apr,188,2,-1,0,unknown,no
53,blue-collar,single,secondary,no,228,yes,no,cellular,9,may,1,1,1,0,failure,no
34,technician,married,secondary,no,-105,no,no,cellular,10,aug,176,1,71,0,unknown,no
43,blue-collar,married,secondary,no,351,yes,no,unknown,12,feb,270,1,3,0,unknown,no
53,management,married,tertiary,yes,3939,yes,no,cellular,16,oct,328,2,-1,0,unknown,no
22,technician,divorced,primary,no,1148,yes,no,cellular,17,may,28,2,-1,0,unknown,no
36,blue-collar,single,secondary,no,337,no,no,cellular,18,nov,78,3,-1,3,unknown,no
39,services,single,unknown,no,4948,no,yes,unknown,15,aug,1,2,0,0,unknown,no
26,unknown,married,tertiary,no,763,no,yes,cellular,23,feb,45,1,261,0,unknown,no
29,unknown,single,secondary,no,253,yes,no,cellular,16,jan,1,2,5,0,success,no
31,entrepreneur,married,secondary,no,424,yes,yes,unknown,12,may,91,1,-1,0,failure,yes
62,blue-collar,married,tertiary,no,352,yes,no,unknown,8,jun,1,2,59,0,unknown,no
36,unknown,married,unknown,no,375,no,yes,cellular,12,apr,1,2,-1,0,unknown,no
30,blue-collar,married,secondary,no,13397,yes,no,cellular,14,may,536,4,-1,0,unknown,no
27,student,married,primary,no,-1050,yes,no,cellular,18,may,1,2,-1,0,unknown,no
18,technician,married,tertiary,no,170,no,no,cellular,20,apr,94,2,-1,0,unknown,no
21,management,divorced,primary,no,-525,yes,no,cellular,19,may,107,2,-1,0,unknown,no
42,management,divorced,tertiary,no,-396,yes,no,cellular,21,jun,227,2,-1,3,unknown,no
45,blue-collar,married,tertiary,no,269,no,no,unknown,10,jul,130,2,-1,0,unknown,no
33,technician,married,primary,no,-836,no,no,cellular,25,apr,205,1,2,0,unknown,no
37,blue-collar,married,tertiary,no,1786,yes,no,cellular,18,jul,24,2,3,0,failure,no
40,blue-collar,married,tertiary,no,-113,yes,no,cellular,19,jun,120,1,-1,0,unknown,no
45,blue-collar,single,primary,no,465,yes,no,cellular,19,jul,17,2,-1,0,unknown,yes
33,technician,married,primary,yes,-1050,yes,no,cellular,31,may,501,1,-1,2,unknown,no
39,services,married,tertiary,no,-233,yes,no,unknown,17,aug,382,1,-1,1,unknown,no
36,blue-collar,single,primary,no,-162,yes,yes,cellular,11,feb,1,2,-1,0,unknown,no
42,blue-collar,single,primary,no,-302,yes,no,unknown,14,jul,163,9,-1,0,unknown,no
35,technician,married,tertiary,no,730,yes,yes,cellular,15,may,363,2,-1,0,unknown,yes
39,blue-collar,married,secondary,no,353,no,no,cellular,28,may,483,1,-1,3,unknown,no
40,blue-collar,married,secondary,no,6355,no,no,unknown,1,jun,66,2,-1,0,unknown,yes
64,unemployed,single,primary,no,-1050,no,no,unknown,30,nov,29,2,-1,1,unknown,no
31,admin.,married,secondary,no,-309,no,no,unknown,12,jan,252,2,112,0,unknown,no
44,services,married,tertiary,no,2220,no,no,cellular,1,aug,89,1,5,0,unknown,no
56,housemaid,divorced,secondary,no,4264,yes,no,cellular,30,jul,475,2,1,0,success,no
33,retired,married,secondary,no,-331,no,no,cellular,18,may,219,1,-1,0,unknown,no
36,technician,married,tertiary,no,-1050,yes,no,cellular,11,aug,190,2,-1,0,unknown,no
34,unemployed,married,tertiary,no,-1050,yes,no,cellular,16,nov,124,2,-1,0,unknown,no
37,management,married,tertiary,no,-634,no,no,cellular,16,nov,51,2,3,1,unknown,no
62,management,married,secondary,no,817,yes,no,cellular,12,mar,2,2,3,0,unknown,yes
25,blue-collar,single,primary,no,9166,no,no,cellular,6,jun,1,2,-1,1,unknown,no
51,management,married,secondary,no,-342,no,yes,unknown,2,jun,99,1,8,0,unknown,no
58,housemaid,married,tertiary,no,528,yes,no,cellular,21,may,1,1,-1,0,failure,no
47,admin.,married,tertiary,no,11,no,no,cellular,25,may,98,5,-1,0,failure,no
41,management,married,primary,no,5704,no,yes,cellular,12,jun,12,2,6,0,unknown,no
46,technician,married,secondary,no,-394,no,no,telephone,22,jun,99,1,3,0,failure,no
38,management,married,tertiary,no,5639,yes,no,cellular,22,aug,1,1,5,0,unknown,no
45,blue-collar,married,secondary,no,712,yes,no,unknown,25,oct,806,1,-1,0,failure,no
55,retired,married,primary,no,143,no,no,cellular,1,aug,141,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,83,yes,no,cellular,6,jul,102,2,-1,0,failure,no
22,blue-collar,married,primary,no,1925,yes,no,cellular,14,jun,13,2,-1,0,unknown,no
49,retired,married,secondary,no,-303,yes,no,cellular,13,jul,423,1,5,0,failure,no
35,retired,divorced,tertiary,no,521,yes,yes,unknown,21,mar,130,2,-1,0,success,no
51,management,single,secondary,no,-210,no,no,cellular,15,jul,123,1,130,0,unknown,no
34,services,married,secondary,no,3260,yes,no,cellular,6,aug,166,1,1,0,unknown,no
59,services,married,secondary,no,1838,no,no,unknown,16,aug,428,2,-1,1,unknown,no
31,housemaid,divorced,tertiary,no,1781,no,no,unknown,17,apr,2,2,4,0,unknown,no
53,services,married,secondary,no,26576,yes,yes,cellular,8,apr,238,1,-1,0,unknown,no
25,management,married,tertiary,yes,-168,yes,no,cellular,1,apr,27,5,-1,2,unknown,no
33,services,single,secondary,no,141,yes,yes,unknown,17,nov,1,1,-1,0,other,no
40,admin.,married,tertiary,no,-720,no,no,unknown,6,jul,1,4,0,0,failure,yes
48,admin.,married,tertiary,no,-591,yes,no,cellular,9,jul,66,1,-1,0,unknown,yes
59,services,married,secondary,no,-410,no,no,unknown,16,jul,62,2,-1,1,failure,no
33,blue-collar,married,unknown,no,-744,yes,no,unknown,4,jun,472,3,-1,0,unknown,no
50,blue-collar,married,secondary,no,460,yes,no,cellular,16,may,1,2,-1,0,unknown,no
35,unemployed,divorced,tertiary,no,3015,yes,no,unknown,1,may,512,2,-1,0,failure,no
67,housemaid,married,tertiary,no,178,no,no,telephone,6,apr,1,2,1,0,unknown,no
49,self-employed,married,tertiary,no,303,yes,yes,cellular,25,jan,141,4,-1,0,success,no
59,student,married,tertiary,no,143,yes,yes,cellular,14,jul,1,1,6,0,unknown,no
